teams,hid,time,price,fv,ae
Non-Team,1,80,.84500003,.37142858,.47357145
Non-Team,1,81,.84500003,.37142858,.47357145
Non-Team,1,82,.84500003,.37142858,.47357145
Non-Team,1,83,.84500003,.37142858,.47357145
Non-Team,1,84,.84500003,.37142858,.47357145
Non-Team,1,85,.84500003,.37142858,.47357145
Non-Team,1,86,.84500003,.37142858,.47357145
Non-Team,1,87,.87300003,.37142858,.50157142
Non-Team,1,88,.87300003,.37142858,.50157142
Non-Team,1,89,.89679998,.37142858,.52537143
Non-Team,1,90,.82499999,.37142858,.45357141
Non-Team,1,91,.84100002,.37142858,.46957144
Non-Team,1,92,.87650001,.37142858,.5050714
Non-Team,1,93,.90450001,.37142858,.5330714
Non-Team,1,94,.86049998,.37142858,.4890714
Non-Team,1,95,.84825003,.37142858,.47682145
Non-Team,1,96,.88499999,.37142858,.51357138
Non-Team,1,97,.88233334,.37142858,.51090479
Non-Team,1,98,.90725005,.37142858,.53582144
Non-Team,1,99,.90725005,.37142858,.53582144
Non-Team,1,100,.88849998,.37142858,.51707137
Non-Team,1,101,.88849998,.37142858,.51707137
Non-Team,1,102,.88849998,.37142858,.51707137
Non-Team,1,103,.88849998,.37142858,.51707137
Non-Team,1,104,.88849998,.37142858,.51707137
Non-Team,1,105,.88849998,.37142858,.51707137
Non-Team,1,106,.88849998,.37142858,.51707137
Non-Team,1,107,.88849998,.37142858,.51707137
Non-Team,1,108,.88849998,.37142858,.51707137
Non-Team,1,109,.88849998,.37142858,.51707137
Non-Team,1,110,.88849998,.37142858,.51707137
Non-Team,1,111,.88849998,.37142858,.51707137
Non-Team,1,112,.88849998,.37142858,.51707137
Non-Team,1,113,.87300003,.37142858,.50157142
Non-Team,1,114,.87300003,.37142858,.50157142
Non-Team,1,115,.87300003,.37142858,.50157142
Non-Team,1,116,.90044445,.37142858,.5290159
Non-Team,1,117,.92199999,.37142858,.55057144
Non-Team,1,118,.90899998,.37142858,.53757143
Non-Team,1,119,.90899998,.37142858,.53757143
Non-Team,1,120,.88824999,.37142858,.51682138
Non-Team,1,121,.90024996,.37142858,.52882135
Non-Team,1,122,.90024996,.37142858,.52882135
Non-Team,1,123,.88250005,.37142858,.51107144
Non-Team,1,124,.88250005,.37142858,.51107144
Non-Team,1,125,.88250005,.37142858,.51107144
Non-Team,1,126,.88250005,.37142858,.51107144
Non-Team,1,127,.88200003,.37142858,.51057148
Non-Team,1,128,.88200003,.37142858,.51057148
Non-Team,1,129,.88200003,.37142858,.51057148
Non-Team,1,130,.88200003,.37142858,.51057148
Non-Team,1,131,.88200003,.37142858,.51057148
Non-Team,1,132,.88200003,.37142858,.51057148
Non-Team,1,133,.88200003,.37142858,.51057148
Non-Team,1,134,.88200003,.37142858,.51057148
Non-Team,1,135,.88200003,.37142858,.51057148
Non-Team,1,136,.88200003,.37142858,.51057148
Non-Team,1,137,.88200003,.37142858,.51057148
Non-Team,1,138,.88200003,.37142858,.51057148
Non-Team,1,139,.88200003,.37142858,.51057148
Non-Team,1,140,.88200003,.37142858,.51057148
Non-Team,1,141,.88200003,.37142858,.51057148
Non-Team,1,142,.88200003,.37142858,.51057148
Non-Team,1,143,.88200003,.37142858,.51057148
Non-Team,1,144,.722,.37142858,.35057142
Non-Team,1,145,.78399998,.37142858,.4125714
Non-Team,1,146,.815,.37142858,.44357142
Non-Team,1,147,.815,.37142858,.44357142
Non-Team,1,148,.85600001,.37142858,.48457143
Non-Team,1,149,.85600001,.37142858,.48457143
Non-Team,1,150,.85600001,.37142858,.48457143
Non-Team,1,151,.85600001,.37142858,.48457143
Non-Team,1,152,.85600001,.37142858,.48457143
Non-Team,1,153,.85600001,.37142858,.48457143
Non-Team,1,154,.85600001,.37142858,.48457143
Non-Team,1,155,.85600001,.37142858,.48457143
Non-Team,1,156,.85600001,.37142858,.48457143
Non-Team,1,157,.85600001,.37142858,.48457143
Non-Team,1,158,.85600001,.37142858,.48457143
Non-Team,1,159,.85600001,.37142858,.48457143
Non-Team,1,160,.84100002,.37142858,.46957144
Non-Team,1,161,.84100002,.37142858,.46957144
Non-Team,1,162,.84100002,.37142858,.46957144
Non-Team,1,163,.84100002,.37142858,.46957144
Non-Team,1,164,.85600001,.37142858,.48457143
Non-Team,1,165,.85600001,.37142858,.48457143
Non-Team,1,166,.85600001,.37142858,.48457143
Non-Team,1,167,.85600001,.37142858,.48457143
Non-Team,1,168,.85600001,.37142858,.48457143
Non-Team,1,169,.85600001,.37142858,.48457143
Non-Team,1,170,.85600001,.37142858,.48457143
Non-Team,1,171,.85600001,.37142858,.48457143
Non-Team,1,172,.85600001,.37142858,.48457143
Non-Team,1,173,.85600001,.37142858,.48457143
Non-Team,1,174,.85600001,.37142858,.48457143
Non-Team,1,175,.85600001,.37142858,.48457143
Non-Team,1,176,.85600001,.37142858,.48457143
Non-Team,1,177,.85600001,.37142858,.48457143
Non-Team,1,178,.85600001,.37142858,.48457143
Non-Team,1,179,.85600001,.37142858,.48457143
Non-Team,1,180,.85600001,.37142858,.48457143
Non-Team,1,181,.85600001,.37142858,.48457143
Non-Team,1,182,.85600001,.37142858,.48457143
Non-Team,1,183,.85600001,.37142858,.48457143
Non-Team,1,184,.85600001,.37142858,.48457143
Non-Team,1,185,.85600001,.37142858,.48457143
Non-Team,1,186,.85600001,.37142858,.48457143
Non-Team,1,187,.85600001,.37142858,.48457143
Non-Team,1,188,.85600001,.37142858,.48457143
Non-Team,1,189,.85600001,.37142858,.48457143
Non-Team,1,190,.85600001,.37142858,.48457143
Non-Team,1,191,.85600001,.37142858,.48457143
Non-Team,1,192,.85600001,.37142858,.48457143
Non-Team,1,193,.85600001,.37142858,.48457143
Non-Team,1,194,.85600001,.37142858,.48457143
Non-Team,1,195,.85600001,.37142858,.48457143
Non-Team,1,196,.84899998,.37142858,.4775714
Non-Team,1,197,.84899998,.37142858,.4775714
Non-Team,1,198,.84899998,.37142858,.4775714
Non-Team,1,199,.84899998,.37142858,.4775714
Non-Team,1,200,.84899998,.37142858,.4775714
Non-Team,1,201,.84899998,.37142858,.4775714
Non-Team,1,202,.84899998,.37142858,.4775714
Non-Team,1,203,.84899998,.37142858,.4775714
Non-Team,1,204,.84899998,.37142858,.4775714
Non-Team,1,205,.84899998,.37142858,.4775714
Non-Team,1,206,.84899998,.37142858,.4775714
Non-Team,1,207,.84899998,.37142858,.4775714
Non-Team,1,208,.824,.37142858,.45257142
Non-Team,1,209,.824,.37142858,.45257142
Non-Team,1,210,.824,.37142858,.45257142
Non-Team,1,211,.824,.37142858,.45257142
Non-Team,1,212,.84100002,.37142858,.46957144
Non-Team,1,213,.73066664,.37142858,.35923806
Non-Team,1,214,.78200001,.37142858,.41057143
Non-Team,1,215,.84775001,.37142858,.47632143
Non-Team,1,216,.84775001,.37142858,.47632143
Non-Team,1,217,.84775001,.37142858,.47632143
Non-Team,1,218,.84775001,.37142858,.47632143
Non-Team,1,219,.84775001,.37142858,.47632143
Non-Team,1,220,.84775001,.37142858,.47632143
Non-Team,1,221,.85399997,.37142858,.48257139
Non-Team,1,222,.84625,.37142858,.47482142
Non-Team,1,223,.84625,.37142858,.47482142
Non-Team,1,224,.84625,.37142858,.47482142
Non-Team,1,225,.84625,.37142858,.47482142
Non-Team,1,226,.84625,.37142858,.47482142
Non-Team,1,227,.84625,.37142858,.47482142
Non-Team,1,228,.84625,.37142858,.47482142
Non-Team,1,229,.82800001,.37142858,.45657143
Non-Team,1,230,.82800001,.37142858,.45657143
Non-Team,1,231,.82800001,.37142858,.45657143
Non-Team,1,232,.82800001,.37142858,.45657143
Non-Team,1,233,.82800001,.37142858,.45657143
Non-Team,1,234,.82800001,.37142858,.45657143
Non-Team,1,235,.82800001,.37142858,.45657143
Non-Team,1,236,.82800001,.37142858,.45657143
Non-Team,1,237,.82800001,.37142858,.45657143
Non-Team,1,238,.82800001,.37142858,.45657143
Non-Team,1,239,.82800001,.37142858,.45657143
Non-Team,1,240,.71799999,.37142858,.34657142
Non-Team,2,1,.66466665,.21428572,.45038092
Non-Team,2,2,.74550003,.21428572,.5312143
Non-Team,2,3,.80855554,.21428572,.59426981
Non-Team,2,4,.80855554,.21428572,.59426981
Non-Team,2,5,.80855554,.21428572,.59426981
Non-Team,2,6,.80855554,.21428572,.59426981
Non-Team,2,7,.80855554,.21428572,.59426981
Non-Team,2,8,.80855554,.21428572,.59426981
Non-Team,2,9,.80855554,.21428572,.59426981
Non-Team,2,10,.80855554,.21428572,.59426981
Non-Team,2,11,.80299997,.21428572,.58871424
Non-Team,2,12,.80299997,.21428572,.58871424
Non-Team,2,13,.80299997,.21428572,.58871424
Non-Team,2,14,.80299997,.21428572,.58871424
Non-Team,2,15,.80299997,.21428572,.58871424
Non-Team,2,16,.80299997,.21428572,.58871424
Non-Team,2,17,.8215,.21428572,.60721427
Non-Team,2,18,.84200001,.21428572,.62771428
Non-Team,2,19,.82949996,.21428572,.61521423
Non-Team,2,20,.82949996,.21428572,.61521423
Non-Team,2,21,.82949996,.21428572,.61521423
Non-Team,2,22,.79400003,.21428572,.5797143
Non-Team,2,23,.81099999,.21428572,.59671426
Non-Team,2,24,.78299999,.21428572,.56871426
Non-Team,2,25,.78299999,.21428572,.56871426
Non-Team,2,26,.75199997,.21428572,.53771424
Non-Team,2,27,.71499997,.21428572,.50071424
Non-Team,2,28,.71499997,.21428572,.50071424
Non-Team,2,29,.71499997,.21428572,.50071424
Non-Team,2,30,.75199997,.21428572,.53771424
Non-Team,2,31,.75199997,.21428572,.53771424
Non-Team,2,32,.75199997,.21428572,.53771424
Non-Team,2,33,.75199997,.21428572,.53771424
Non-Team,2,34,.75199997,.21428572,.53771424
Non-Team,2,35,.75199997,.21428572,.53771424
Non-Team,2,36,.75199997,.21428572,.53771424
Non-Team,2,37,.75199997,.21428572,.53771424
Non-Team,2,38,.75199997,.21428572,.53771424
Non-Team,2,39,.75199997,.21428572,.53771424
Non-Team,2,40,.75199997,.21428572,.53771424
Non-Team,2,41,.75199997,.21428572,.53771424
Non-Team,2,42,.75199997,.21428572,.53771424
Non-Team,2,43,.75199997,.21428572,.53771424
Non-Team,2,44,.75199997,.21428572,.53771424
Non-Team,2,45,.78666669,.21428572,.57238096
Non-Team,2,46,.78666669,.21428572,.57238096
Non-Team,2,47,.78666669,.21428572,.57238096
Non-Team,2,48,.78666669,.21428572,.57238096
Non-Team,2,49,.78666669,.21428572,.57238096
Non-Team,2,50,.81099999,.21428572,.59671426
Non-Team,2,51,.81099999,.21428572,.59671426
Non-Team,2,52,.81999999,.21428572,.60571426
Non-Team,2,53,.81999999,.21428572,.60571426
Non-Team,2,54,.81999999,.21428572,.60571426
Non-Team,2,55,.81999999,.21428572,.60571426
Non-Team,2,56,.81999999,.21428572,.60571426
Non-Team,2,57,.81999999,.21428572,.60571426
Non-Team,2,58,.81999999,.21428572,.60571426
Non-Team,2,59,.81999999,.21428572,.60571426
Non-Team,2,60,.81999999,.21428572,.60571426
Non-Team,2,61,.81999999,.21428572,.60571426
Non-Team,2,62,.81999999,.21428572,.60571426
Non-Team,2,63,.81999999,.21428572,.60571426
Non-Team,2,64,.81999999,.21428572,.60571426
Non-Team,2,65,.81999999,.21428572,.60571426
Non-Team,2,66,.81999999,.21428572,.60571426
Non-Team,2,67,.81999999,.21428572,.60571426
Non-Team,2,68,.81999999,.21428572,.60571426
Non-Team,2,69,.81999999,.21428572,.60571426
Non-Team,2,70,.81999999,.21428572,.60571426
Non-Team,2,71,.81999999,.21428572,.60571426
Non-Team,2,72,.81999999,.21428572,.60571426
Non-Team,2,73,.81999999,.21428572,.60571426
Non-Team,2,74,.81999999,.21428572,.60571426
Non-Team,2,75,.81999999,.21428572,.60571426
Non-Team,2,76,.81999999,.21428572,.60571426
Non-Team,2,77,.81999999,.21428572,.60571426
Non-Team,2,78,.81999999,.21428572,.60571426
Non-Team,2,79,.81999999,.21428572,.60571426
Non-Team,2,80,.81999999,.21428572,.60571426
Non-Team,2,81,.81999999,.21428572,.60571426
Non-Team,2,82,.81999999,.21428572,.60571426
Non-Team,2,83,.81999999,.21428572,.60571426
Non-Team,2,84,.81999999,.21428572,.60571426
Non-Team,2,85,.81999999,.21428572,.60571426
Non-Team,2,86,.81999999,.21428572,.60571426
Non-Team,2,87,.85299999,.21428572,.63871425
Non-Team,2,88,.85299999,.21428572,.63871425
Non-Team,2,89,.87266666,.21428572,.65838093
Non-Team,2,90,.84200001,.21428572,.62771428
Non-Team,2,91,.84899998,.21428572,.63471425
Non-Team,2,92,.87600005,.21428572,.66171432
Non-Team,2,93,.90250003,.21428572,.6882143
Non-Team,2,94,.82975,.21428572,.61546427
Non-Team,2,95,.86159998,.21428572,.64731425
Non-Team,2,96,.86159998,.21428572,.64731425
Non-Team,2,97,.91500002,.21428572,.70071429
Non-Team,2,98,.91850001,.21428572,.70421427
Non-Team,2,99,.91850001,.21428572,.70421427
Non-Team,2,100,.89966667,.21428572,.68538094
Non-Team,2,101,.69166666,.21428572,.47738093
Non-Team,2,102,.69166666,.21428572,.47738093
Non-Team,2,103,.84200001,.21428572,.62771428
Non-Team,2,104,.84200001,.21428572,.62771428
Non-Team,2,105,.84200001,.21428572,.62771428
Non-Team,2,106,.84200001,.21428572,.62771428
Non-Team,2,107,.84200001,.21428572,.62771428
Non-Team,2,108,.84200001,.21428572,.62771428
Non-Team,2,109,.84200001,.21428572,.62771428
Non-Team,2,110,.84200001,.21428572,.62771428
Non-Team,2,111,.84200001,.21428572,.62771428
Non-Team,2,112,.84200001,.21428572,.62771428
Non-Team,2,113,.85000002,.21428572,.63571429
Non-Team,2,114,.85000002,.21428572,.63571429
Non-Team,2,115,.85000002,.21428572,.63571429
Non-Team,2,116,.85000002,.21428572,.63571429
Non-Team,2,117,.85000002,.21428572,.63571429
Non-Team,2,118,.85000002,.21428572,.63571429
Non-Team,2,119,.85000002,.21428572,.63571429
Non-Team,2,120,.86399996,.21428572,.64971423
Non-Team,2,121,.86733329,.21428572,.65304756
Non-Team,2,122,.86733329,.21428572,.65304756
Non-Team,2,123,.85150003,.21428572,.6372143
Non-Team,2,124,.85150003,.21428572,.6372143
Non-Team,2,125,.85150003,.21428572,.6372143
Non-Team,2,126,.85150003,.21428572,.6372143
Non-Team,2,127,.85799998,.21428572,.64371425
Non-Team,2,128,.85799998,.21428572,.64371425
Non-Team,2,129,.85799998,.21428572,.64371425
Non-Team,2,130,.85799998,.21428572,.64371425
Non-Team,2,131,.85799998,.21428572,.64371425
Non-Team,2,132,.85799998,.21428572,.64371425
Non-Team,2,133,.85799998,.21428572,.64371425
Non-Team,2,134,.85799998,.21428572,.64371425
Non-Team,2,135,.85799998,.21428572,.64371425
Non-Team,2,136,.85799998,.21428572,.64371425
Non-Team,2,137,.85799998,.21428572,.64371425
Non-Team,2,138,.85799998,.21428572,.64371425
Non-Team,2,139,.85799998,.21428572,.64371425
Non-Team,2,140,.85799998,.21428572,.64371425
Non-Team,2,141,.85799998,.21428572,.64371425
Non-Team,2,142,.85799998,.21428572,.64371425
Non-Team,2,143,.85799998,.21428572,.64371425
Non-Team,2,144,.70200002,.21428572,.48771429
Non-Team,2,145,.76800001,.21428572,.55371428
Non-Team,2,146,.79900002,.21428572,.58471429
Non-Team,2,147,.79900002,.21428572,.58471429
Non-Team,2,148,.79900002,.21428572,.58471429
Non-Team,2,149,.79900002,.21428572,.58471429
Non-Team,2,150,.79900002,.21428572,.58471429
Non-Team,2,151,.79900002,.21428572,.58471429
Non-Team,2,152,.79900002,.21428572,.58471429
Non-Team,2,153,.79900002,.21428572,.58471429
Non-Team,2,154,.79900002,.21428572,.58471429
Non-Team,2,155,.79900002,.21428572,.58471429
Non-Team,2,156,.79900002,.21428572,.58471429
Non-Team,2,157,.79900002,.21428572,.58471429
Non-Team,2,158,.79900002,.21428572,.58471429
Non-Team,2,159,.79900002,.21428572,.58471429
Non-Team,2,160,.79900002,.21428572,.58471429
Non-Team,2,161,.81900001,.21428572,.60471427
Non-Team,2,162,.81900001,.21428572,.60471427
Non-Team,2,163,.81900001,.21428572,.60471427
Non-Team,2,164,.81900001,.21428572,.60471427
Non-Team,2,165,.83600003,.21428572,.62171429
Non-Team,2,166,.83600003,.21428572,.62171429
Non-Team,2,167,.83700001,.21428572,.62271428
Non-Team,2,168,.83700001,.21428572,.62271428
Non-Team,2,169,.83700001,.21428572,.62271428
Non-Team,2,170,.83700001,.21428572,.62271428
Non-Team,2,171,.83700001,.21428572,.62271428
Non-Team,2,172,.83700001,.21428572,.62271428
Non-Team,2,173,.83700001,.21428572,.62271428
Non-Team,2,174,.83700001,.21428572,.62271428
Non-Team,2,175,.83700001,.21428572,.62271428
Non-Team,2,176,.83700001,.21428572,.62271428
Non-Team,2,177,.83700001,.21428572,.62271428
Non-Team,2,178,.83700001,.21428572,.62271428
Non-Team,2,179,.83700001,.21428572,.62271428
Non-Team,2,180,.83700001,.21428572,.62271428
Non-Team,2,181,.83700001,.21428572,.62271428
Non-Team,2,182,.83700001,.21428572,.62271428
Non-Team,2,183,.83700001,.21428572,.62271428
Non-Team,2,184,.83700001,.21428572,.62271428
Non-Team,2,185,.83700001,.21428572,.62271428
Non-Team,2,186,.83700001,.21428572,.62271428
Non-Team,2,187,.83700001,.21428572,.62271428
Non-Team,2,188,.83700001,.21428572,.62271428
Non-Team,2,189,.81999999,.21428572,.60571426
Non-Team,2,190,.81999999,.21428572,.60571426
Non-Team,2,191,.84899998,.21428572,.63471425
Non-Team,2,192,.84899998,.21428572,.63471425
Non-Team,2,193,.84899998,.21428572,.63471425
Non-Team,2,194,.84899998,.21428572,.63471425
Non-Team,2,195,.84899998,.21428572,.63471425
Non-Team,2,196,.84899998,.21428572,.63471425
Non-Team,2,197,.84899998,.21428572,.63471425
Non-Team,2,198,.84899998,.21428572,.63471425
Non-Team,2,199,.84899998,.21428572,.63471425
Non-Team,2,200,.84899998,.21428572,.63471425
Non-Team,2,201,.84899998,.21428572,.63471425
Non-Team,2,202,.84899998,.21428572,.63471425
Non-Team,2,203,.84899998,.21428572,.63471425
Non-Team,2,204,.84899998,.21428572,.63471425
Non-Team,2,205,.84899998,.21428572,.63471425
Non-Team,2,206,.84899998,.21428572,.63471425
Non-Team,2,207,.84899998,.21428572,.63471425
Non-Team,2,208,.81599998,.21428572,.60171425
Non-Team,2,209,.81599998,.21428572,.60171425
Non-Team,2,210,.81599998,.21428572,.60171425
Non-Team,2,211,.81599998,.21428572,.60171425
Non-Team,2,212,.81599998,.21428572,.60171425
Non-Team,2,213,.833,.21428572,.61871427
Non-Team,2,214,.85699999,.21428572,.64271426
Non-Team,2,215,.78299999,.21428572,.56871426
Non-Team,2,216,.78299999,.21428572,.56871426
Non-Team,2,217,.78299999,.21428572,.56871426
Non-Team,2,218,.78299999,.21428572,.56871426
Non-Team,2,219,.78299999,.21428572,.56871426
Non-Team,2,220,.78299999,.21428572,.56871426
Non-Team,2,221,.79649997,.21428572,.58221424
Non-Team,2,222,.78400004,.21428572,.56971431
Non-Team,2,223,.78400004,.21428572,.56971431
Non-Team,2,224,.78400004,.21428572,.56971431
Non-Team,2,225,.78400004,.21428572,.56971431
Non-Team,2,226,.78400004,.21428572,.56971431
Non-Team,2,227,.78400004,.21428572,.56971431
Non-Team,2,228,.78400004,.21428572,.56971431
Non-Team,2,229,.78400004,.21428572,.56971431
Non-Team,2,230,.78400004,.21428572,.56971431
Non-Team,2,231,.78400004,.21428572,.56971431
Non-Team,2,232,.78400004,.21428572,.56971431
Non-Team,2,233,.78400004,.21428572,.56971431
Non-Team,2,234,.78400004,.21428572,.56971431
Non-Team,2,235,.78400004,.21428572,.56971431
Non-Team,2,236,.78400004,.21428572,.56971431
Non-Team,2,237,.78400004,.21428572,.56971431
Non-Team,2,238,.78400004,.21428572,.56971431
Non-Team,2,239,.78400004,.21428572,.56971431
Non-Team,2,240,.73000002,.21428572,.51571429
Non-Team,3,1,.72500002,.22857143,.49642861
Non-Team,3,2,.85399997,.22857143,.62542856
Non-Team,3,3,.89185715,.22857143,.66328573
Non-Team,3,4,.89185715,.22857143,.66328573
Non-Team,3,5,.89185715,.22857143,.66328573
Non-Team,3,6,.96200001,.22857143,.7334286
Non-Team,3,7,.96200001,.22857143,.7334286
Non-Team,3,8,.96200001,.22857143,.7334286
Non-Team,3,9,.96200001,.22857143,.7334286
Non-Team,3,10,.96200001,.22857143,.7334286
Non-Team,3,11,.98300004,.22857143,.75442863
Non-Team,3,12,.98300004,.22857143,.75442863
Non-Team,3,13,.98300004,.22857143,.75442863
Non-Team,3,14,.98300004,.22857143,.75442863
Non-Team,3,15,.98300004,.22857143,.75442863
Non-Team,3,16,.98300004,.22857143,.75442863
Non-Team,3,17,.98533332,.22857143,.75676191
Non-Team,3,18,.99128568,.22857143,.76271427
Non-Team,3,19,.98333329,.22857143,.75476187
Non-Team,3,20,.98333329,.22857143,.75476187
Non-Team,3,21,.954,.22857143,.72542858
Non-Team,3,22,.90444446,.22857143,.67587304
Non-Team,3,23,.93733335,.22857143,.70876193
Non-Team,3,24,.93733335,.22857143,.70876193
Non-Team,3,25,.93199998,.22857143,.70342857
Non-Team,3,26,.83755553,.22857143,.60898411
Non-Team,3,27,.755,.22857143,.52642858
Non-Team,3,28,.755,.22857143,.52642858
Non-Team,3,29,.755,.22857143,.52642858
Non-Team,3,30,.83499998,.22857143,.60642856
Non-Team,3,31,.83499998,.22857143,.60642856
Non-Team,3,32,.83499998,.22857143,.60642856
Non-Team,3,33,.83499998,.22857143,.60642856
Non-Team,3,34,.83499998,.22857143,.60642856
Non-Team,3,35,.83499998,.22857143,.60642856
Non-Team,3,36,.83499998,.22857143,.60642856
Non-Team,3,37,.83499998,.22857143,.60642856
Non-Team,3,38,.83499998,.22857143,.60642856
Non-Team,3,39,.83499998,.22857143,.60642856
Non-Team,3,40,.83499998,.22857143,.60642856
Non-Team,3,41,.83499998,.22857143,.60642856
Non-Team,3,42,.83499998,.22857143,.60642856
Non-Team,3,43,.83499998,.22857143,.60642856
Non-Team,3,44,.83499998,.22857143,.60642856
Non-Team,3,45,.85033333,.22857143,.62176192
Non-Team,3,46,.85033333,.22857143,.62176192
Non-Team,3,47,.85033333,.22857143,.62176192
Non-Team,3,48,.85033333,.22857143,.62176192
Non-Team,3,49,.85033333,.22857143,.62176192
Non-Team,3,50,.86799997,.22857143,.63942856
Non-Team,3,51,.86799997,.22857143,.63942856
Non-Team,3,52,.875,.22857143,.64642859
Non-Team,3,53,.875,.22857143,.64642859
Non-Team,3,54,.875,.22857143,.64642859
Non-Team,3,55,.875,.22857143,.64642859
Non-Team,3,56,.875,.22857143,.64642859
Non-Team,3,57,.875,.22857143,.64642859
Non-Team,3,58,.875,.22857143,.64642859
Non-Team,3,59,.875,.22857143,.64642859
Non-Team,3,60,.875,.22857143,.64642859
Non-Team,3,61,.875,.22857143,.64642859
Non-Team,3,62,.875,.22857143,.64642859
Non-Team,3,63,.875,.22857143,.64642859
Non-Team,3,64,.875,.22857143,.64642859
Non-Team,3,65,.875,.22857143,.64642859
Non-Team,3,66,.875,.22857143,.64642859
Non-Team,3,67,.875,.22857143,.64642859
Non-Team,3,68,.875,.22857143,.64642859
Non-Team,3,69,.875,.22857143,.64642859
Non-Team,3,70,.875,.22857143,.64642859
Non-Team,3,71,.875,.22857143,.64642859
Non-Team,3,72,.875,.22857143,.64642859
Non-Team,3,73,.875,.22857143,.64642859
Non-Team,3,74,.875,.22857143,.64642859
Non-Team,3,75,.875,.22857143,.64642859
Non-Team,3,76,.875,.22857143,.64642859
Non-Team,3,77,.85699999,.22857143,.62842858
Non-Team,3,78,.85699999,.22857143,.62842858
Non-Team,3,79,.85699999,.22857143,.62842858
Non-Team,3,80,.85699999,.22857143,.62842858
Non-Team,3,81,.85699999,.22857143,.62842858
Non-Team,3,82,.85699999,.22857143,.62842858
